udaj,kod,url,budid,idob
V informačním systému základního registru RÚIAN:,21785236,buddet.jsp?budid=220362&idob=1000161471&b=0,220362,1000161471
V Registru sčítacích obvodů a budov:,1000161552,buddet.jsp?budid=220369&idob=1000161552&b=0,220369,1000161552
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220369&idob=1000161552&b=0,220369,1000161552
V Informačním systému katastru nemovitostí:,892583101,buddet.jsp?budid=220369&idob=1000161552&b=0,220369,1000161552
V informačním systému základního registru RÚIAN:,21785317,buddet.jsp?budid=220369&idob=1000161552&b=0,220369,1000161552
V Registru sčítacích obvodů a budov:,1000161617,buddet.jsp?budid=220375&idob=1000161617&b=0,220375,1000161617
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220375&idob=1000161617&b=0,220375,1000161617
V Informačním systému katastru nemovitostí:,892379101,buddet.jsp?budid=220375&idob=1000161617&b=0,220375,1000161617
V informačním systému základního registru RÚIAN:,21785376,buddet.jsp?budid=220375&idob=1000161617&b=0,220375,1000161617
V Registru sčítacích obvodů a budov:,1000161676,buddet.jsp?budid=220381&idob=1000161676&b=0,220381,1000161676
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220381&idob=1000161676&b=0,220381,1000161676
V Informačním systému katastru nemovitostí:,892856101,buddet.jsp?budid=220381&idob=1000161676&b=0,220381,1000161676
V informačním systému základního registru RÚIAN:,21785431,buddet.jsp?budid=220381&idob=1000161676&b=0,220381,1000161676
V Registru sčítacích obvodů a budov:,1000161731,buddet.jsp?budid=220386&idob=1000161731&b=0,220386,1000161731
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220386&idob=1000161731&b=0,220386,1000161731
V Informačním systému katastru nemovitostí:,892679101,buddet.jsp?budid=220386&idob=1000161731&b=0,220386,1000161731
V informačním systému základního registru RÚIAN:,21785490,buddet.jsp?budid=220386&idob=1000161731&b=0,220386,1000161731
V Registru sčítacích obvodů a budov:,1030316562,buddet.jsp?budid=2681291&idob=1030316562&b=0,2681291,1030316562
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=2681291&idob=1030316562&b=0,2681291,1030316562
V Informačním systému katastru nemovitostí:,1171409101,buddet.jsp?budid=2681291&idob=1030316562&b=0,2681291,1030316562
V informačním systému základního registru RÚIAN:,25360574,buddet.jsp?budid=2681291&idob=1030316562&b=0,2681291,1030316562
V Registru sčítacích obvodů a budov:,1035141370,buddet.jsp?budid=3467028&idob=1035141370&b=0,3467028,1035141370
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=3467028&idob=1035141370&b=0,3467028,1035141370
V Informačním systému katastru nemovitostí:,23177448010,buddet.jsp?budid=3467028&idob=1035141370&b=0,3467028,1035141370
V informačním systému základního registru RÚIAN:,80531334,buddet.jsp?budid=3467028&idob=1035141370&b=0,3467028,1035141370
V Registru sčítacích obvodů a budov:,1000164730,buddet.jsp?budid=220653&idob=1000164730&b=0,220653,1000164730
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220653&idob=1000164730&b=0,220653,1000164730
V Informačním systému katastru nemovitostí:,892746101,buddet.jsp?budid=220653&idob=1000164730&b=0,220653,1000164730
V informačním systému základního registru RÚIAN:,21788499,buddet.jsp?budid=220653&idob=1000164730&b=0,220653,1000164730
V Registru sčítacích obvodů a budov:,1000164748,buddet.jsp?budid=220654&idob=1000164748&b=0,220654,1000164748
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220654&idob=1000164748&b=0,220654,1000164748
V Informačním systému katastru nemovitostí:,892747101,buddet.jsp?budid=220654&idob=1000164748&b=0,220654,1000164748
V informačním systému základního registru RÚIAN:,21788502,buddet.jsp?budid=220654&idob=1000164748&b=0,220654,1000164748
V Registru sčítacích obvodů a budov:,1000164772,buddet.jsp?budid=220657&idob=1000164772&b=0,220657,1000164772
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220657&idob=1000164772&b=0,220657,1000164772
V Informačním systému katastru nemovitostí:,893700101,buddet.jsp?budid=220657&idob=1000164772&b=0,220657,1000164772
V informačním systému základního registru RÚIAN:,21788537,buddet.jsp?budid=220657&idob=1000164772&b=0,220657,1000164772
V Registru sčítacích obvodů a budov:,1000164781,buddet.jsp?budid=685191&idob=1000164781&b=0,685191,1000164781
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=685191&idob=1000164781&b=0,685191,1000164781
V Informačním systému katastru nemovitostí:,893701101,buddet.jsp?budid=685191&idob=1000164781&b=0,685191,1000164781
V informačním systému základního registru RÚIAN:,21788545,buddet.jsp?budid=685191&idob=1000164781&b=0,685191,1000164781
V Registru sčítacích obvodů a budov:,1000164799,buddet.jsp?budid=220658&idob=1000164799&b=0,220658,1000164799
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220658&idob=1000164799&b=0,220658,1000164799
V Informačním systému katastru nemovitostí:,893702101,buddet.jsp?budid=220658&idob=1000164799&b=0,220658,1000164799
V informačním systému základního registru RÚIAN:,21788553,buddet.jsp?budid=220658&idob=1000164799&b=0,220658,1000164799
V Registru sčítacích obvodů a budov:,1000164802,buddet.jsp?budid=220659&idob=1000164802&b=0,220659,1000164802
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220659&idob=1000164802&b=0,220659,1000164802
V Informačním systému katastru nemovitostí:,893703101,buddet.jsp?budid=220659&idob=1000164802&b=0,220659,1000164802
V informačním systému základního registru RÚIAN:,21788561,buddet.jsp?budid=220659&idob=1000164802&b=0,220659,1000164802
V Registru sčítacích obvodů a budov:,1000164811,buddet.jsp?budid=685192&idob=1000164811&b=0,685192,1000164811
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=685192&idob=1000164811&b=0,685192,1000164811
V Informačním systému katastru nemovitostí:,893704101,buddet.jsp?budid=685192&idob=1000164811&b=0,685192,1000164811
V informačním systému základního registru RÚIAN:,21788570,buddet.jsp?budid=685192&idob=1000164811&b=0,685192,1000164811
V Registru sčítacích obvodů a budov:,1000158080,buddet.jsp?budid=2374451&idob=1000158080&b=0,2374451,1000158080
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=2374451&idob=1000158080&b=0,2374451,1000158080
V Informačním systému katastru nemovitostí:,893330101,buddet.jsp?budid=2374451&idob=1000158080&b=0,2374451,1000158080
V informačním systému základního registru RÚIAN:,21781851,buddet.jsp?budid=2374451&idob=1000158080&b=0,2374451,1000158080
V Registru sčítacích obvodů a budov:,1000158098,buddet.jsp?budid=220070&idob=1000158098&b=0,220070,1000158098
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220070&idob=1000158098&b=0,220070,1000158098
V Informačním systému katastru nemovitostí:,893381101,buddet.jsp?budid=220070&idob=1000158098&b=0,220070,1000158098
V informačním systému základního registru RÚIAN:,21781869,buddet.jsp?budid=220070&idob=1000158098&b=0,220070,1000158098
V Registru sčítacích obvodů a budov:,1000158101,buddet.jsp?budid=220071&idob=1000158101&b=0,220071,1000158101
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220071&idob=1000158101&b=0,220071,1000158101
V Informačním systému katastru nemovitostí:,893506101,buddet.jsp?budid=220071&idob=1000158101&b=0,220071,1000158101
V informačním systému základního registru RÚIAN:,21781877,buddet.jsp?budid=220071&idob=1000158101&b=0,220071,1000158101
V Registru sčítacích obvodů a budov:,1000158128,buddet.jsp?budid=685155&idob=1000158128&b=0,685155,1000158128
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=685155&idob=1000158128&b=0,685155,1000158128
V Informačním systému katastru nemovitostí:,893362101,buddet.jsp?budid=685155&idob=1000158128&b=0,685155,1000158128
V informačním systému základního registru RÚIAN:,21781893,buddet.jsp?budid=685155&idob=1000158128&b=0,685155,1000158128
V Registru sčítacích obvodů a budov:,1000158713,buddet.jsp?budid=220122&idob=1000158713&b=0,220122,1000158713
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220122&idob=1000158713&b=0,220122,1000158713
V Informačním systému katastru nemovitostí:,893377101,buddet.jsp?budid=220122&idob=1000158713&b=0,220122,1000158713
V informačním systému základního registru RÚIAN:,21782482,buddet.jsp?budid=220122&idob=1000158713&b=0,220122,1000158713
V Registru sčítacích obvodů a budov:,1000160262,buddet.jsp?budid=220260&idob=1000160262&b=0,220260,1000160262
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220260&idob=1000160262&b=0,220260,1000160262
V Informačním systému katastru nemovitostí:,893254101,buddet.jsp?budid=220260&idob=1000160262&b=0,220260,1000160262
V informačním systému základního registru RÚIAN:,21784035,buddet.jsp?budid=220260&idob=1000160262&b=0,220260,1000160262
V Registru sčítacích obvodů a budov:,1000160718,buddet.jsp?budid=220298&idob=1000160718&b=0,220298,1000160718
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220298&idob=1000160718&b=0,220298,1000160718
V Informačním systému katastru nemovitostí:,NA,buddet.jsp?budid=220298&idob=1000160718&b=0,220298,1000160718
V informačním systému základního registru RÚIAN:,34280057,buddet.jsp?budid=220298&idob=1000160718&b=0,220298,1000160718
V Registru sčítacích obvodů a budov:,1000164934,buddet.jsp?budid=220671&idob=1000164934&b=0,220671,1000164934
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220671&idob=1000164934&b=0,220671,1000164934
V Informačním systému katastru nemovitostí:,893111101,buddet.jsp?budid=220671&idob=1000164934&b=0,220671,1000164934
V informačním systému základního registru RÚIAN:,21788693,buddet.jsp?budid=220671&idob=1000164934&b=0,220671,1000164934
V Registru sčítacích obvodů a budov:,1000164942,buddet.jsp?budid=220672&idob=1000164942&b=0,220672,1000164942
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220672&idob=1000164942&b=0,220672,1000164942
V Informačním systému katastru nemovitostí:,893111101,buddet.jsp?budid=220672&idob=1000164942&b=0,220672,1000164942
V informačním systému základního registru RÚIAN:,21788707,buddet.jsp?budid=220672&idob=1000164942&b=0,220672,1000164942
V Registru sčítacích obvodů a budov:,1000164969,buddet.jsp?budid=220674&idob=1000164969&b=0,220674,1000164969
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220674&idob=1000164969&b=0,220674,1000164969
V Informačním systému katastru nemovitostí:,892423101,buddet.jsp?budid=220674&idob=1000164969&b=0,220674,1000164969
V informačním systému základního registru RÚIAN:,21788723,buddet.jsp?budid=220674&idob=1000164969&b=0,220674,1000164969
V Registru sčítacích obvodů a budov:,1000193837,buddet.jsp?budid=222570&idob=1000193837&b=0,222570,1000193837
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=222570&idob=1000193837&b=0,222570,1000193837
V Informačním systému katastru nemovitostí:,893114101,buddet.jsp?budid=222570&idob=1000193837&b=0,222570,1000193837
V informačním systému základního registru RÚIAN:,24857441,buddet.jsp?budid=222570&idob=1000193837&b=0,222570,1000193837
V Registru sčítacích obvodů a budov:,1000157849,buddet.jsp?budid=220049&idob=1000157849&b=0,220049,1000157849
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220049&idob=1000157849&b=0,220049,1000157849
V Informačním systému katastru nemovitostí:,893660101,buddet.jsp?budid=220049&idob=1000157849&b=0,220049,1000157849
V informačním systému základního registru RÚIAN:,21781613,buddet.jsp?budid=220049&idob=1000157849&b=0,220049,1000157849
V Registru sčítacích obvodů a budov:,1000157962,buddet.jsp?budid=220060&idob=1000157962&b=0,220060,1000157962
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220060&idob=1000157962&b=0,220060,1000157962
V Informačním systému katastru nemovitostí:,892789101,buddet.jsp?budid=220060&idob=1000157962&b=0,220060,1000157962
V informačním systému základního registru RÚIAN:,21781737,buddet.jsp?budid=220060&idob=1000157962&b=0,220060,1000157962
V Registru sčítacích obvodů a budov:,1000159868,buddet.jsp?budid=220225&idob=1000159868&b=0,220225,1000159868
Pořadové číslo budovy (vchodu):,2,buddet.jsp?budid=220225&idob=1000159868&b=0,220225,1000159868
V Informačním systému katastru nemovitostí:,893560101,buddet.jsp?budid=220225&idob=1000159868&b=0,220225,1000159868
V informačním systému základního registru RÚIAN:,21783632,buddet.jsp?budid=220225&idob=1000159868&b=0,220225,1000159868
V Registru sčítacích obvodů a budov:,1000159868,buddet.jsp?budid=3349345&idob=1000159868&b=0,3349345,1000159868
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=3349345&idob=1000159868&b=0,3349345,1000159868
V Informačním systému katastru nemovitostí:,893560101,buddet.jsp?budid=3349345&idob=1000159868&b=0,3349345,1000159868
V informačním systému základního registru RÚIAN:,21783632,buddet.jsp?budid=3349345&idob=1000159868&b=0,3349345,1000159868
V Registru sčítacích obvodů a budov:,1000161331,buddet.jsp?budid=220352&idob=1000161331&b=0,220352,1000161331
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220352&idob=1000161331&b=0,220352,1000161331
V Informačním systému katastru nemovitostí:,892292101,buddet.jsp?budid=220352&idob=1000161331&b=0,220352,1000161331
V informačním systému základního registru RÚIAN:,21785091,buddet.jsp?budid=220352&idob=1000161331&b=0,220352,1000161331
V Registru sčítacích obvodů a budov:,1000161633,buddet.jsp?budid=220377&idob=1000161633&b=0,220377,1000161633
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220377&idob=1000161633&b=0,220377,1000161633
V Informačním systému katastru nemovitostí:,893083101,buddet.jsp?budid=220377&idob=1000161633&b=0,220377,1000161633
V informačním systému základního registru RÚIAN:,21785392,buddet.jsp?budid=220377&idob=1000161633&b=0,220377,1000161633
V Registru sčítacích obvodů a budov:,1000157075,buddet.jsp?budid=219982&idob=1000157075&b=0,219982,1000157075
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219982&idob=1000157075&b=0,219982,1000157075
V Informačním systému katastru nemovitostí:,893396101,buddet.jsp?budid=219982&idob=1000157075&b=0,219982,1000157075
V informačním systému základního registru RÚIAN:,21780846,buddet.jsp?budid=219982&idob=1000157075&b=0,219982,1000157075
V Registru sčítacích obvodů a budov:,1000157083,buddet.jsp?budid=219983&idob=1000157083&b=0,219983,1000157083
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219983&idob=1000157083&b=0,219983,1000157083
V Informačním systému katastru nemovitostí:,893479101,buddet.jsp?budid=219983&idob=1000157083&b=0,219983,1000157083
V informačním systému základního registru RÚIAN:,21780854,buddet.jsp?budid=219983&idob=1000157083&b=0,219983,1000157083
V Registru sčítacích obvodů a budov:,1000157091,buddet.jsp?budid=219984&idob=1000157091&b=0,219984,1000157091
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219984&idob=1000157091&b=0,219984,1000157091
V Informačním systému katastru nemovitostí:,893426101,buddet.jsp?budid=219984&idob=1000157091&b=0,219984,1000157091
V informačním systému základního registru RÚIAN:,21780862,buddet.jsp?budid=219984&idob=1000157091&b=0,219984,1000157091
V Registru sčítacích obvodů a budov:,1000160904,buddet.jsp?budid=685010&idob=1000160904&b=0,685010,1000160904
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=685010&idob=1000160904&b=0,685010,1000160904
V Informačním systému katastru nemovitostí:,892029101,buddet.jsp?budid=685010&idob=1000160904&b=0,685010,1000160904
V informačním systému základního registru RÚIAN:,21784663,buddet.jsp?budid=685010&idob=1000160904&b=0,685010,1000160904
V Registru sčítacích obvodů a budov:,1000161609,buddet.jsp?budid=220374&idob=1000161609&b=0,220374,1000161609
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220374&idob=1000161609&b=0,220374,1000161609
V Informačním systému katastru nemovitostí:,892267101,buddet.jsp?budid=220374&idob=1000161609&b=0,220374,1000161609
V informačním systému základního registru RÚIAN:,21785368,buddet.jsp?budid=220374&idob=1000161609&b=0,220374,1000161609
V Registru sčítacích obvodů a budov:,1000161668,buddet.jsp?budid=220380&idob=1000161668&b=0,220380,1000161668
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220380&idob=1000161668&b=0,220380,1000161668
V Informačním systému katastru nemovitostí:,892605101,buddet.jsp?budid=220380&idob=1000161668&b=0,220380,1000161668
V informačním systému základního registru RÚIAN:,21785422,buddet.jsp?budid=220380&idob=1000161668&b=0,220380,1000161668
V Registru sčítacích obvodů a budov:,1000163440,buddet.jsp?budid=220530&idob=1000163440&b=0,220530,1000163440
Pořadové číslo budovy (vchodu):,2,buddet.jsp?budid=220530&idob=1000163440&b=0,220530,1000163440
V Informačním systému katastru nemovitostí:,891735101,buddet.jsp?budid=220530&idob=1000163440&b=0,220530,1000163440
V informačním systému základního registru RÚIAN:,21787204,buddet.jsp?budid=220530&idob=1000163440&b=0,220530,1000163440
V Registru sčítacích obvodů a budov:,1000163440,buddet.jsp?budid=3349349&idob=1000163440&b=0,3349349,1000163440
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=3349349&idob=1000163440&b=0,3349349,1000163440
V Informačním systému katastru nemovitostí:,891735101,buddet.jsp?budid=3349349&idob=1000163440&b=0,3349349,1000163440
V informačním systému základního registru RÚIAN:,21787204,buddet.jsp?budid=3349349&idob=1000163440&b=0,3349349,1000163440
V Registru sčítacích obvodů a budov:,1000152448,buddet.jsp?budid=219587&idob=1000152448&b=0,219587,1000152448
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219587&idob=1000152448&b=0,219587,1000152448
V Informačním systému katastru nemovitostí:,893663101,buddet.jsp?budid=219587&idob=1000152448&b=0,219587,1000152448
V informačním systému základního registru RÚIAN:,21776211,buddet.jsp?budid=219587&idob=1000152448&b=0,219587,1000152448
V Registru sčítacích obvodů a budov:,1000158756,buddet.jsp?budid=220126&idob=1000158756&b=0,220126,1000158756
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220126&idob=1000158756&b=0,220126,1000158756
V Informačním systému katastru nemovitostí:,893593101,buddet.jsp?budid=220126&idob=1000158756&b=0,220126,1000158756
V informačním systému základního registru RÚIAN:,21782521,buddet.jsp?budid=220126&idob=1000158756&b=0,220126,1000158756
V Registru sčítacích obvodů a budov:,1000160688,buddet.jsp?budid=220295&idob=1000160688&b=0,220295,1000160688
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220295&idob=1000160688&b=0,220295,1000160688
V Informačním systému katastru nemovitostí:,893447101,buddet.jsp?budid=220295&idob=1000160688&b=0,220295,1000160688
V informačním systému základního registru RÚIAN:,21784451,buddet.jsp?budid=220295&idob=1000160688&b=0,220295,1000160688
V Registru sčítacích obvodů a budov:,1000160823,buddet.jsp?budid=220309&idob=1000160823&b=0,220309,1000160823
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220309&idob=1000160823&b=0,220309,1000160823
V Informačním systému katastru nemovitostí:,892233101,buddet.jsp?budid=220309&idob=1000160823&b=0,220309,1000160823
V informačním systému základního registru RÚIAN:,21784582,buddet.jsp?budid=220309&idob=1000160823&b=0,220309,1000160823
V Registru sčítacích obvodů a budov:,1000160912,buddet.jsp?budid=220316&idob=1000160912&b=0,220316,1000160912
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220316&idob=1000160912&b=0,220316,1000160912
V Informačním systému katastru nemovitostí:,892035101,buddet.jsp?budid=220316&idob=1000160912&b=0,220316,1000160912
V informačním systému základního registru RÚIAN:,21784671,buddet.jsp?budid=220316&idob=1000160912&b=0,220316,1000160912
V Registru sčítacích obvodů a budov:,1030709611,buddet.jsp?budid=1921970&idob=1030709611&b=0,1921970,1030709611
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=1921970&idob=1030709611&b=0,1921970,1030709611
V Informačním systému katastru nemovitostí:,892952101,buddet.jsp?budid=1921970&idob=1030709611&b=0,1921970,1030709611
V informačním systému základního registru RÚIAN:,25276727,buddet.jsp?budid=1921970&idob=1030709611&b=0,1921970,1030709611
V Registru sčítacích obvodů a budov:,1000157784,buddet.jsp?budid=220044&idob=1000157784&b=0,220044,1000157784
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220044&idob=1000157784&b=0,220044,1000157784
V Informačním systému katastru nemovitostí:,893582101,buddet.jsp?budid=220044&idob=1000157784&b=0,220044,1000157784
V informačním systému základního registru RÚIAN:,21781559,buddet.jsp?budid=220044&idob=1000157784&b=0,220044,1000157784
V Registru sčítacích obvodů a budov:,1000157997,buddet.jsp?budid=220062&idob=1000157997&b=0,220062,1000157997
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220062&idob=1000157997&b=0,220062,1000157997
V Informačním systému katastru nemovitostí:,892690101,buddet.jsp?budid=220062&idob=1000157997&b=0,220062,1000157997
V informačním systému základního registru RÚIAN:,21781761,buddet.jsp?budid=220062&idob=1000157997&b=0,220062,1000157997
V Registru sčítacích obvodů a budov:,1000158055,buddet.jsp?budid=220067&idob=1000158055&b=0,220067,1000158055
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220067&idob=1000158055&b=0,220067,1000158055
V Informačním systému katastru nemovitostí:,893369101,buddet.jsp?budid=220067&idob=1000158055&b=0,220067,1000158055
V informačním systému základního registru RÚIAN:,21781826,buddet.jsp?budid=220067&idob=1000158055&b=0,220067,1000158055
V Registru sčítacích obvodů a budov:,1000160793,buddet.jsp?budid=220306&idob=1000160793&b=0,220306,1000160793
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220306&idob=1000160793&b=0,220306,1000160793
V Informačním systému katastru nemovitostí:,892366101,buddet.jsp?budid=220306&idob=1000160793&b=0,220306,1000160793
V informačním systému základního registru RÚIAN:,21784558,buddet.jsp?budid=220306&idob=1000160793&b=0,220306,1000160793
V Registru sčítacích obvodů a budov:,1000160807,buddet.jsp?budid=220307&idob=1000160807&b=0,220307,1000160807
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220307&idob=1000160807&b=0,220307,1000160807
V Informačním systému katastru nemovitostí:,892350101,buddet.jsp?budid=220307&idob=1000160807&b=0,220307,1000160807
V informačním systému základního registru RÚIAN:,21784566,buddet.jsp?budid=220307&idob=1000160807&b=0,220307,1000160807
V Registru sčítacích obvodů a budov:,1000161099,buddet.jsp?budid=220333&idob=1000161099&b=0,220333,1000161099
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220333&idob=1000161099&b=0,220333,1000161099
V Informačním systému katastru nemovitostí:,893076101,buddet.jsp?budid=220333&idob=1000161099&b=0,220333,1000161099
V informačním systému základního registru RÚIAN:,21784850,buddet.jsp?budid=220333&idob=1000161099&b=0,220333,1000161099
V Registru sčítacích obvodů a budov:,1000161102,buddet.jsp?budid=220334&idob=1000161102&b=0,220334,1000161102
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220334&idob=1000161102&b=0,220334,1000161102
V Informačním systému katastru nemovitostí:,892200101,buddet.jsp?budid=220334&idob=1000161102&b=0,220334,1000161102
V informačním systému základního registru RÚIAN:,21784868,buddet.jsp?budid=220334&idob=1000161102&b=0,220334,1000161102
V Registru sčítacích obvodů a budov:,1000158748,buddet.jsp?budid=220125&idob=1000158748&b=0,220125,1000158748
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220125&idob=1000158748&b=0,220125,1000158748
V Informačním systému katastru nemovitostí:,893303101,buddet.jsp?budid=220125&idob=1000158748&b=0,220125,1000158748
V informačním systému základního registru RÚIAN:,21782512,buddet.jsp?budid=220125&idob=1000158748&b=0,220125,1000158748
V Registru sčítacích obvodů a budov:,1000159272,buddet.jsp?budid=220172&idob=1000159272&b=0,220172,1000159272
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220172&idob=1000159272&b=0,220172,1000159272
V Informačním systému katastru nemovitostí:,893483101,buddet.jsp?budid=220172&idob=1000159272&b=0,220172,1000159272
V informačním systému základního registru RÚIAN:,21783047,buddet.jsp?budid=220172&idob=1000159272&b=0,220172,1000159272
V Registru sčítacích obvodů a budov:,1000159281,buddet.jsp?budid=220173&idob=1000159281&b=0,220173,1000159281
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220173&idob=1000159281&b=0,220173,1000159281
V Informačním systému katastru nemovitostí:,893413101,buddet.jsp?budid=220173&idob=1000159281&b=0,220173,1000159281
V informačním systému základního registru RÚIAN:,21783055,buddet.jsp?budid=220173&idob=1000159281&b=0,220173,1000159281
V Registru sčítacích obvodů a budov:,1000159299,buddet.jsp?budid=220174&idob=1000159299&b=0,220174,1000159299
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220174&idob=1000159299&b=0,220174,1000159299
V Informačním systému katastru nemovitostí:,893573101,buddet.jsp?budid=220174&idob=1000159299&b=0,220174,1000159299
V informačním systému základního registru RÚIAN:,21783063,buddet.jsp?budid=220174&idob=1000159299&b=0,220174,1000159299
V Registru sčítacích obvodů a budov:,1000159507,buddet.jsp?budid=220193&idob=1000159507&b=0,220193,1000159507
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220193&idob=1000159507&b=0,220193,1000159507
V Informačním systému katastru nemovitostí:,893509101,buddet.jsp?budid=220193&idob=1000159507&b=0,220193,1000159507
V informačním systému základního registru RÚIAN:,21783276,buddet.jsp?budid=220193&idob=1000159507&b=0,220193,1000159507
V Registru sčítacích obvodů a budov:,1000159515,buddet.jsp?budid=684810&idob=1000159515&b=0,684810,1000159515
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684810&idob=1000159515&b=0,684810,1000159515
V Informačním systému katastru nemovitostí:,893430101,buddet.jsp?budid=684810&idob=1000159515&b=0,684810,1000159515
V informačním systému základního registru RÚIAN:,21783284,buddet.jsp?budid=684810&idob=1000159515&b=0,684810,1000159515
V Registru sčítacích obvodů a budov:,1000156796,buddet.jsp?budid=684948&idob=1000156796&b=0,684948,1000156796
Pořadové číslo budovy (vchodu):,2,buddet.jsp?budid=684948&idob=1000156796&b=0,684948,1000156796
V Informačním systému katastru nemovitostí:,893274101,buddet.jsp?budid=684948&idob=1000156796&b=0,684948,1000156796
V informačním systému základního registru RÚIAN:,21780561,buddet.jsp?budid=684948&idob=1000156796&b=0,684948,1000156796
V Registru sčítacích obvodů a budov:,1000156796,buddet.jsp?budid=3349336&idob=1000156796&b=0,3349336,1000156796
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=3349336&idob=1000156796&b=0,3349336,1000156796
V Informačním systému katastru nemovitostí:,893274101,buddet.jsp?budid=3349336&idob=1000156796&b=0,3349336,1000156796
V informačním systému základního registru RÚIAN:,21780561,buddet.jsp?budid=3349336&idob=1000156796&b=0,3349336,1000156796
V Registru sčítacích obvodů a budov:,1000158870,buddet.jsp?budid=220137&idob=1000158870&b=0,220137,1000158870
Pořadové číslo budovy (vchodu):,2,buddet.jsp?budid=220137&idob=1000158870&b=0,220137,1000158870
V Informačním systému katastru nemovitostí:,893585101,buddet.jsp?budid=220137&idob=1000158870&b=0,220137,1000158870
V informačním systému základního registru RÚIAN:,21782644,buddet.jsp?budid=220137&idob=1000158870&b=0,220137,1000158870
V Registru sčítacích obvodů a budov:,1000158870,buddet.jsp?budid=3349339&idob=1000158870&b=0,3349339,1000158870
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=3349339&idob=1000158870&b=0,3349339,1000158870
V Informačním systému katastru nemovitostí:,893585101,buddet.jsp?budid=3349339&idob=1000158870&b=0,3349339,1000158870
V informačním systému základního registru RÚIAN:,21782644,buddet.jsp?budid=3349339&idob=1000158870&b=0,3349339,1000158870
V Registru sčítacích obvodů a budov:,1000158888,buddet.jsp?budid=220138&idob=1000158888&b=0,220138,1000158888
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220138&idob=1000158888&b=0,220138,1000158888
V Informačním systému katastru nemovitostí:,893711101,buddet.jsp?budid=220138&idob=1000158888&b=0,220138,1000158888
V informačním systému základního registru RÚIAN:,21782652,buddet.jsp?budid=220138&idob=1000158888&b=0,220138,1000158888
