udaj,kod,text,idob,budid
PSČ a adresní pošta,14000,Praha 4,1000161978,220408
Ulice,456543,Mojmírova,1000161978,220408
Číslo domovní,1364,číslo popisné,1000161978,220408
Číslo orientační,9,,1000161978,220408
Typ adresy,1,Hlavní adresa,1000161978,220408
Zadní vchod,0,ne,1000161978,220408
Identifikátor adresy RSO (IDADR),30000062740,,1000161978,220408
Identifikátor adresy ISEO (PČD),2472020,,1000161978,220408
Identifikátor adresy RÚIAN,21951586,,1000161978,220408
Okres,40924,Praha,1000161986,220409
Městský obvod Prahy,43,Praha 4,1000161986,220409
Obec,554782,Praha,1000161986,220409
Část obce,490156,Nusle,1000161986,220409
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000161986,220409
PSČ a adresní pošta,14000,Praha 4,1000161986,220409
Ulice,456543,Mojmírova,1000161986,220409
Číslo domovní,1365,číslo popisné,1000161986,220409
Číslo orientační,11,,1000161986,220409
Typ adresy,1,Hlavní adresa,1000161986,220409
Zadní vchod,0,ne,1000161986,220409
Identifikátor adresy RSO (IDADR),30000487953,,1000161986,220409
Identifikátor adresy ISEO (PČD),2472021,,1000161986,220409
Identifikátor adresy RÚIAN,21951594,,1000161986,220409
Okres,40924,Praha,1000161994,220410
Městský obvod Prahy,43,Praha 4,1000161994,220410
Obec,554782,Praha,1000161994,220410
Část obce,490156,Nusle,1000161994,220410
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000161994,220410
PSČ a adresní pošta,14000,Praha 4,1000161994,220410
Ulice,456543,Mojmírova,1000161994,220410
Číslo domovní,1366,číslo popisné,1000161994,220410
Číslo orientační,13,,1000161994,220410
Typ adresy,1,Hlavní adresa,1000161994,220410
Zadní vchod,0,ne,1000161994,220410
Identifikátor adresy RSO (IDADR),30011389427,,1000161994,220410
Identifikátor adresy ISEO (PČD),2472022,,1000161994,220410
Identifikátor adresy RÚIAN,21951608,,1000161994,220410
Okres,40924,Praha,1000162044,220414
Městský obvod Prahy,43,Praha 4,1000162044,220414
Obec,554782,Praha,1000162044,220414
Část obce,490156,Nusle,1000162044,220414
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162044,220414
PSČ a adresní pošta,14000,Praha 4,1000162044,220414
Ulice,456543,Mojmírova,1000162044,220414
Číslo domovní,1371,číslo popisné,1000162044,220414
Číslo orientační,12,,1000162044,220414
Typ adresy,1,Hlavní adresa,1000162044,220414
Zadní vchod,0,ne,1000162044,220414
Identifikátor adresy RSO (IDADR),30000062782,,1000162044,220414
Identifikátor adresy ISEO (PČD),2472027,,1000162044,220414
Identifikátor adresy RÚIAN,21951659,,1000162044,220414
Okres,40924,Praha,1000162052,220415
Městský obvod Prahy,43,Praha 4,1000162052,220415
Obec,554782,Praha,1000162052,220415
Část obce,490156,Nusle,1000162052,220415
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162052,220415
PSČ a adresní pošta,14000,Praha 4,1000162052,220415
Ulice,467855,Rostislavova,1000162052,220415
Číslo domovní,1372,číslo popisné,1000162052,220415
Číslo orientační,16,,1000162052,220415
Typ adresy,1,Hlavní adresa,1000162052,220415
Zadní vchod,0,ne,1000162052,220415
Identifikátor adresy RSO (IDADR),30000487996,,1000162052,220415
Identifikátor adresy ISEO (PČD),2472028,,1000162052,220415
Identifikátor adresy RÚIAN,21951667,,1000162052,220415
Okres,40924,Praha,1000162061,220416
Městský obvod Prahy,43,Praha 4,1000162061,220416
Obec,554782,Praha,1000162061,220416
Část obce,490156,Nusle,1000162061,220416
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162061,220416
PSČ a adresní pošta,14000,Praha 4,1000162061,220416
Ulice,467855,Rostislavova,1000162061,220416
Číslo domovní,1373,číslo popisné,1000162061,220416
Číslo orientační,14,,1000162061,220416
Typ adresy,1,Hlavní adresa,1000162061,220416
Zadní vchod,0,ne,1000162061,220416
Identifikátor adresy RSO (IDADR),30000488003,,1000162061,220416
Identifikátor adresy ISEO (PČD),2472029,,1000162061,220416
Identifikátor adresy RÚIAN,21951675,,1000162061,220416
Okres,40924,Praha,1031146164,1243357
Městský obvod Prahy,43,Praha 4,1031146164,1243357
Obec,554782,Praha,1031146164,1243357
Část obce,490156,Nusle,1031146164,1243357
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1031146164,1243357
PSČ a adresní pošta,14000,Praha 4,1031146164,1243357
Ulice,456543,Mojmírova,1031146164,1243357
Číslo domovní,1710,číslo popisné,1031146164,1243357
Číslo orientační,15,,1031146164,1243357
Typ adresy,1,Hlavní adresa,1031146164,1243357
Zadní vchod,0,ne,1031146164,1243357
Identifikátor adresy RSO (IDADR),30007920644,,1031146164,1243357
Identifikátor adresy ISEO (PČD),310082333,,1031146164,1243357
Identifikátor adresy RÚIAN,26223988,,1031146164,1243357
Okres,40924,Praha,1033978922,3245811
Městský obvod Prahy,43,Praha 4,1033978922,3245811
Obec,554782,Praha,1033978922,3245811
Část obce,490156,Nusle,1033978922,3245811
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1033978922,3245811
PSČ a adresní pošta,14000,Praha 4,1033978922,3245811
Ulice,NA,,1033978922,3245811
Číslo domovní,18,číslo evidenční,1033978922,3245811
Číslo orientační,NA,,1033978922,3245811
Typ adresy,1,Hlavní adresa,1033978922,3245811
Zadní vchod,0,ne,1033978922,3245811
Identifikátor adresy RSO (IDADR),30029771382,,1033978922,3245811
Identifikátor adresy ISEO (PČD),NA,,1033978922,3245811
Identifikátor adresy RÚIAN,40224007,,1033978922,3245811
Okres,40924,Praha,1000162028,220412
Městský obvod Prahy,43,Praha 4,1000162028,220412
Obec,554782,Praha,1000162028,220412
Část obce,490156,Nusle,1000162028,220412
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162028,220412
PSČ a adresní pošta,14000,Praha 4,1000162028,220412
Ulice,474274,U Pernštejnských,1000162028,220412
Číslo domovní,1369,číslo popisné,1000162028,220412
Číslo orientační,2,,1000162028,220412
Typ adresy,1,Hlavní adresa,1000162028,220412
Zadní vchod,0,ne,1000162028,220412
Identifikátor adresy RSO (IDADR),30000062766,,1000162028,220412
Identifikátor adresy ISEO (PČD),2472025,,1000162028,220412
Identifikátor adresy RÚIAN,21951632,,1000162028,220412
Okres,40924,Praha,1000162036,220413
Městský obvod Prahy,43,Praha 4,1000162036,220413
Obec,554782,Praha,1000162036,220413
Část obce,490156,Nusle,1000162036,220413
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162036,220413
PSČ a adresní pošta,14000,Praha 4,1000162036,220413
Ulice,456543,Mojmírova,1000162036,220413
Číslo domovní,1370,číslo popisné,1000162036,220413
Číslo orientační,14,,1000162036,220413
Typ adresy,1,Hlavní adresa,1000162036,220413
Zadní vchod,0,ne,1000162036,220413
Identifikátor adresy RSO (IDADR),30000487988,,1000162036,220413
Identifikátor adresy ISEO (PČD),2472026,,1000162036,220413
Identifikátor adresy RÚIAN,21951641,,1000162036,220413
Okres,40924,Praha,1000162125,220422
Městský obvod Prahy,43,Praha 4,1000162125,220422
Obec,554782,Praha,1000162125,220422
Část obce,490156,Nusle,1000162125,220422
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162125,220422
PSČ a adresní pošta,14000,Praha 4,1000162125,220422
Ulice,474274,U Pernštejnských,1000162125,220422
Číslo domovní,1379,číslo popisné,1000162125,220422
Číslo orientační,8,,1000162125,220422
Typ adresy,1,Hlavní adresa,1000162125,220422
Zadní vchod,0,ne,1000162125,220422
Identifikátor adresy RSO (IDADR),30000488054,,1000162125,220422
Identifikátor adresy ISEO (PČD),2471955,,1000162125,220422
Identifikátor adresy RÚIAN,21951730,,1000162125,220422
Okres,40924,Praha,1000162133,220423
Městský obvod Prahy,43,Praha 4,1000162133,220423
Obec,554782,Praha,1000162133,220423
Část obce,490156,Nusle,1000162133,220423
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162133,220423
PSČ a adresní pošta,14000,Praha 4,1000162133,220423
Ulice,474274,U Pernštejnských,1000162133,220423
Číslo domovní,1380,číslo popisné,1000162133,220423
Číslo orientační,6,,1000162133,220423
Typ adresy,1,Hlavní adresa,1000162133,220423
Zadní vchod,0,ne,1000162133,220423
Identifikátor adresy RSO (IDADR),30000488062,,1000162133,220423
Identifikátor adresy ISEO (PČD),2471957,,1000162133,220423
Identifikátor adresy RÚIAN,21951748,,1000162133,220423
Okres,40924,Praha,1000162303,2079678
Městský obvod Prahy,43,Praha 4,1000162303,2079678
Obec,554782,Praha,1000162303,2079678
Část obce,490156,Nusle,1000162303,2079678
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162303,2079678
PSČ a adresní pošta,14000,Praha 4,1000162303,2079678
Ulice,443239,Bartoškova,1000162303,2079678
Číslo domovní,1397,číslo popisné,1000162303,2079678
Číslo orientační,16,,1000162303,2079678
Typ adresy,1,Hlavní adresa,1000162303,2079678
Zadní vchod,0,ne,1000162303,2079678
Identifikátor adresy RSO (IDADR),30025360434,,1000162303,2079678
Identifikátor adresy ISEO (PČD),2471981,,1000162303,2079678
Identifikátor adresy RÚIAN,21951918,,1000162303,2079678
Okres,40924,Praha,1000162311,220435
Městský obvod Prahy,43,Praha 4,1000162311,220435
Obec,554782,Praha,1000162311,220435
Část obce,490156,Nusle,1000162311,220435
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162311,220435
PSČ a adresní pošta,14000,Praha 4,1000162311,220435
Ulice,473651,U křížku,1000162311,220435
Číslo domovní,1398,číslo popisné,1000162311,220435
Číslo orientační,14,,1000162311,220435
Typ adresy,1,Hlavní adresa,1000162311,220435
Zadní vchod,0,ne,1000162311,220435
Identifikátor adresy RSO (IDADR),30000315303,,1000162311,220435
Identifikátor adresy ISEO (PČD),2471982,,1000162311,220435
Identifikátor adresy RÚIAN,21951926,,1000162311,220435
Okres,40924,Praha,1000162320,220436
Městský obvod Prahy,43,Praha 4,1000162320,220436
Obec,554782,Praha,1000162320,220436
Část obce,490156,Nusle,1000162320,220436
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162320,220436
PSČ a adresní pošta,14000,Praha 4,1000162320,220436
Ulice,473651,U křížku,1000162320,220436
Číslo domovní,1399,číslo popisné,1000162320,220436
Číslo orientační,12,,1000162320,220436
Typ adresy,1,Hlavní adresa,1000162320,220436
Zadní vchod,0,ne,1000162320,220436
Identifikátor adresy RSO (IDADR),30000488178,,1000162320,220436
Identifikátor adresy ISEO (PČD),2471983,,1000162320,220436
Identifikátor adresy RÚIAN,21951934,,1000162320,220436
Okres,40924,Praha,1000162338,220437
Městský obvod Prahy,43,Praha 4,1000162338,220437
Obec,554782,Praha,1000162338,220437
Část obce,490156,Nusle,1000162338,220437
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162338,220437
PSČ a adresní pošta,14000,Praha 4,1000162338,220437
Ulice,473651,U křížku,1000162338,220437
Číslo domovní,1400,číslo popisné,1000162338,220437
Číslo orientační,10,,1000162338,220437
Typ adresy,1,Hlavní adresa,1000162338,220437
Zadní vchod,0,ne,1000162338,220437
Identifikátor adresy RSO (IDADR),30007751451,,1000162338,220437
Identifikátor adresy ISEO (PČD),2471984,,1000162338,220437
Identifikátor adresy RÚIAN,21951942,,1000162338,220437
Okres,40924,Praha,1000162079,220417
Městský obvod Prahy,43,Praha 4,1000162079,220417
Obec,554782,Praha,1000162079,220417
Část obce,490156,Nusle,1000162079,220417
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162079,220417
PSČ a adresní pošta,14000,Praha 4,1000162079,220417
Ulice,467855,Rostislavova,1000162079,220417
Číslo domovní,1374,číslo popisné,1000162079,220417
Číslo orientační,12,,1000162079,220417
Typ adresy,1,Hlavní adresa,1000162079,220417
Zadní vchod,0,ne,1000162079,220417
Identifikátor adresy RSO (IDADR),30000488011,,1000162079,220417
Identifikátor adresy ISEO (PČD),2472030,,1000162079,220417
Identifikátor adresy RÚIAN,21951683,,1000162079,220417
Okres,40924,Praha,1000162087,220418
Městský obvod Prahy,43,Praha 4,1000162087,220418
Obec,554782,Praha,1000162087,220418
Část obce,490156,Nusle,1000162087,220418
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162087,220418
PSČ a adresní pošta,14000,Praha 4,1000162087,220418
Ulice,446009,Družstevní,1000162087,220418
Číslo domovní,1375,číslo popisné,1000162087,220418
Číslo orientační,1,,1000162087,220418
Typ adresy,1,Hlavní adresa,1000162087,220418
Zadní vchod,0,ne,1000162087,220418
Identifikátor adresy RSO (IDADR),30000062804,,1000162087,220418
Identifikátor adresy ISEO (PČD),2472031,,1000162087,220418
Identifikátor adresy RÚIAN,21951691,,1000162087,220418
Okres,40924,Praha,1000162095,220419
Městský obvod Prahy,43,Praha 4,1000162095,220419
Obec,554782,Praha,1000162095,220419
Část obce,490156,Nusle,1000162095,220419
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162095,220419
PSČ a adresní pošta,14000,Praha 4,1000162095,220419
Ulice,446009,Družstevní,1000162095,220419
Číslo domovní,1376,číslo popisné,1000162095,220419
Číslo orientační,3,,1000162095,220419
Typ adresy,1,Hlavní adresa,1000162095,220419
Zadní vchod,0,ne,1000162095,220419
Identifikátor adresy RSO (IDADR),30000488020,,1000162095,220419
Identifikátor adresy ISEO (PČD),2471951,,1000162095,220419
Identifikátor adresy RÚIAN,21951705,,1000162095,220419
Okres,40924,Praha,1000162109,220420
Městský obvod Prahy,43,Praha 4,1000162109,220420
Obec,554782,Praha,1000162109,220420
Část obce,490156,Nusle,1000162109,220420
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162109,220420
PSČ a adresní pošta,14000,Praha 4,1000162109,220420
Ulice,446009,Družstevní,1000162109,220420
Číslo domovní,1377,číslo popisné,1000162109,220420
Číslo orientační,5,,1000162109,220420
Typ adresy,1,Hlavní adresa,1000162109,220420
Zadní vchod,0,ne,1000162109,220420
Identifikátor adresy RSO (IDADR),30000488038,,1000162109,220420
Identifikátor adresy ISEO (PČD),2471952,,1000162109,220420
Identifikátor adresy RÚIAN,21951713,,1000162109,220420
Okres,40924,Praha,1000162117,220421
Městský obvod Prahy,43,Praha 4,1000162117,220421
Obec,554782,Praha,1000162117,220421
Část obce,490156,Nusle,1000162117,220421
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162117,220421
PSČ a adresní pošta,14000,Praha 4,1000162117,220421
Ulice,446009,Družstevní,1000162117,220421
Číslo domovní,1378,číslo popisné,1000162117,220421
Číslo orientační,7,,1000162117,220421
Typ adresy,1,Hlavní adresa,1000162117,220421
Zadní vchod,0,ne,1000162117,220421
Identifikátor adresy RSO (IDADR),30000488046,,1000162117,220421
Identifikátor adresy ISEO (PČD),2471953,,1000162117,220421
Identifikátor adresy RÚIAN,21951721,,1000162117,220421
Okres,40924,Praha,1000152669,219603
Městský obvod Prahy,43,Praha 4,1000152669,219603
Obec,554782,Praha,1000152669,219603
Část obce,490156,Nusle,1000152669,219603
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000152669,219603
PSČ a adresní pošta,14000,Praha 4,1000152669,219603
Ulice,456543,Mojmírova,1000152669,219603
Číslo domovní,116,číslo popisné,1000152669,219603
Číslo orientační,2,,1000152669,219603
Typ adresy,1,Hlavní adresa,1000152669,219603
Zadní vchod,0,ne,1000152669,219603
Identifikátor adresy RSO (IDADR),30000067628,,1000152669,219603
Identifikátor adresy ISEO (PČD),2470754,,1000152669,219603
Identifikátor adresy RÚIAN,21942081,,1000152669,219603
Okres,40924,Praha,1000152685,219604
Městský obvod Prahy,43,Praha 4,1000152685,219604
Obec,554782,Praha,1000152685,219604
Část obce,490156,Nusle,1000152685,219604
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000152685,219604
PSČ a adresní pošta,14000,Praha 4,1000152685,219604
Ulice,462799,Nuselská,1000152685,219604
Číslo domovní,120,číslo popisné,1000152685,219604
Číslo orientační,27,,1000152685,219604
Typ adresy,1,Hlavní adresa,1000152685,219604
Zadní vchod,0,ne,1000152685,219604
Identifikátor adresy RSO (IDADR),30000505498,,1000152685,219604
Identifikátor adresy ISEO (PČD),2470757,,1000152685,219604
Identifikátor adresy RÚIAN,21942102,,1000152685,219604
Okres,40924,Praha,1000152715,219606
Městský obvod Prahy,43,Praha 4,1000152715,219606
Obec,554782,Praha,1000152715,219606
Část obce,490156,Nusle,1000152715,219606
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000152715,219606
PSČ a adresní pošta,14000,Praha 4,1000152715,219606
Ulice,462799,Nuselská,1000152715,219606
Číslo domovní,124,číslo popisné,1000152715,219606
Číslo orientační,29,,1000152715,219606
Typ adresy,1,Hlavní adresa,1000152715,219606
Zadní vchod,0,ne,1000152715,219606
Identifikátor adresy RSO (IDADR),30000505501,,1000152715,219606
Identifikátor adresy ISEO (PČD),2470761,,1000152715,219606
Identifikátor adresy RÚIAN,21942129,,1000152715,219606
Okres,40924,Praha,1000152731,219608
Městský obvod Prahy,43,Praha 4,1000152731,219608
Obec,554782,Praha,1000152731,219608
Část obce,490156,Nusle,1000152731,219608
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000152731,219608
PSČ a adresní pošta,14000,Praha 4,1000152731,219608
Ulice,456543,Mojmírova,1000152731,219608
Číslo domovní,128,číslo popisné,1000152731,219608
Číslo orientační,6,,1000152731,219608
Typ adresy,1,Hlavní adresa,1000152731,219608
Zadní vchod,0,ne,1000152731,219608
Identifikátor adresy RSO (IDADR),30000505510,,1000152731,219608
Identifikátor adresy ISEO (PČD),2470804,,1000152731,219608
Identifikátor adresy RÚIAN,21942145,,1000152731,219608
Okres,40924,Praha,1000152758,684894
Městský obvod Prahy,43,Praha 4,1000152758,684894
Obec,554782,Praha,1000152758,684894
Část obce,490156,Nusle,1000152758,684894
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000152758,684894
PSČ a adresní pošta,14000,Praha 4,1000152758,684894
Ulice,456543,Mojmírova,1000152758,684894
Číslo domovní,130,číslo popisné,1000152758,684894
Číslo orientační,4,,1000152758,684894
Typ adresy,1,Hlavní adresa,1000152758,684894
Zadní vchod,0,ne,1000152758,684894
Identifikátor adresy RSO (IDADR),30000505536,,1000152758,684894
Identifikátor adresy ISEO (PČD),2470806,,1000152758,684894
Identifikátor adresy RÚIAN,21942161,,1000152758,684894
Okres,40924,Praha,1000152782,1925220
Městský obvod Prahy,43,Praha 4,1000152782,1925220
Obec,554782,Praha,1000152782,1925220
Část obce,490156,Nusle,1000152782,1925220
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000152782,1925220
PSČ a adresní pošta,14000,Praha 4,1000152782,1925220
Ulice,456543,Mojmírova,1000152782,1925220
Číslo domovní,139,číslo popisné,1000152782,1925220
Číslo orientační,10,,1000152782,1925220
Typ adresy,1,Hlavní adresa,1000152782,1925220
Zadní vchod,0,ne,1000152782,1925220
Identifikátor adresy RSO (IDADR),30000297798,,1000152782,1925220
Identifikátor adresy ISEO (PČD),2470813,,1000152782,1925220
Identifikátor adresy RÚIAN,21942196,,1000152782,1925220
Okres,40924,Praha,1000152821,219615
Městský obvod Prahy,43,Praha 4,1000152821,219615
Obec,554782,Praha,1000152821,219615
Část obce,490156,Nusle,1000152821,219615
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000152821,219615
PSČ a adresní pošta,14000,Praha 4,1000152821,219615
Ulice,462799,Nuselská,1000152821,219615
Číslo domovní,143,číslo popisné,1000152821,219615
Číslo orientační,31,,1000152821,219615
Typ adresy,1,Hlavní adresa,1000152821,219615
Zadní vchod,0,ne,1000152821,219615
Identifikátor adresy RSO (IDADR),30000505587,,1000152821,219615
Identifikátor adresy ISEO (PČD),2470819,,1000152821,219615
Identifikátor adresy RÚIAN,21942234,,1000152821,219615
Okres,40924,Praha,1000152871,219620
Městský obvod Prahy,43,Praha 4,1000152871,219620
Obec,554782,Praha,1000152871,219620
Část obce,490156,Nusle,1000152871,219620
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000152871,219620
PSČ a adresní pošta,14000,Praha 4,1000152871,219620
Ulice,462799,Nuselská,1000152871,219620
Číslo domovní,150,číslo popisné,1000152871,219620
Číslo orientační,33,,1000152871,219620
Typ adresy,1,Hlavní adresa,1000152871,219620
Zadní vchod,0,ne,1000152871,219620
Identifikátor adresy RSO (IDADR),30010946594,,1000152871,219620
Identifikátor adresy ISEO (PČD),2470826,,1000152871,219620
Identifikátor adresy RÚIAN,21942285,,1000152871,219620
Okres,40924,Praha,1000152880,219621
Městský obvod Prahy,43,Praha 4,1000152880,219621
Obec,554782,Praha,1000152880,219621
Část obce,490156,Nusle,1000152880,219621
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000152880,219621
PSČ a adresní pošta,14000,Praha 4,1000152880,219621
Ulice,462799,Nuselská,1000152880,219621
Číslo domovní,151,číslo popisné,1000152880,219621
Číslo orientační,35,,1000152880,219621
Typ adresy,1,Hlavní adresa,1000152880,219621
Zadní vchod,0,ne,1000152880,219621
Identifikátor adresy RSO (IDADR),30000505625,,1000152880,219621
Identifikátor adresy ISEO (PČD),2470828,,1000152880,219621
Identifikátor adresy RÚIAN,21942293,,1000152880,219621
Okres,40924,Praha,1000152928,684895
Městský obvod Prahy,43,Praha 4,1000152928,684895
Obec,554782,Praha,1000152928,684895
Část obce,490156,Nusle,1000152928,684895
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000152928,684895
PSČ a adresní pošta,14000,Praha 4,1000152928,684895
Ulice,462799,Nuselská,1000152928,684895
Číslo domovní,157,číslo popisné,1000152928,684895
Číslo orientační,37,,1000152928,684895
Typ adresy,1,Hlavní adresa,1000152928,684895
Zadní vchod,0,ne,1000152928,684895
Identifikátor adresy RSO (IDADR),30000505668,,1000152928,684895
Identifikátor adresy ISEO (PČD),2470833,,1000152928,684895
Identifikátor adresy RÚIAN,21942331,,1000152928,684895
Okres,40924,Praha,1000155455,684697
Městský obvod Prahy,43,Praha 4,1000155455,684697
Obec,554782,Praha,1000155455,684697
Část obce,490156,Nusle,1000155455,684697
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000155455,684697
PSČ a adresní pošta,14000,Praha 4,1000155455,684697
Ulice,467855,Rostislavova,1000155455,684697
Číslo domovní,571,číslo popisné,1000155455,684697
Číslo orientační,11,,1000155455,684697
Typ adresy,1,Hlavní adresa,1000155455,684697
Zadní vchod,0,ne,1000155455,684697
Identifikátor adresy RSO (IDADR),30000514501,,1000155455,684697
Identifikátor adresy ISEO (PČD),2471117,,1000155455,684697
Identifikátor adresy RÚIAN,21944881,,1000155455,684697
Okres,40924,Praha,1000155463,219838
Městský obvod Prahy,43,Praha 4,1000155463,219838
Obec,554782,Praha,1000155463,219838
Část obce,490156,Nusle,1000155463,219838
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000155463,219838
PSČ a adresní pošta,14000,Praha 4,1000155463,219838
Ulice,467855,Rostislavova,1000155463,219838
Číslo domovní,572,číslo popisné,1000155463,219838
Číslo orientační,9,,1000155463,219838
Typ adresy,1,Hlavní adresa,1000155463,219838
Zadní vchod,0,ne,1000155463,219838
Identifikátor adresy RSO (IDADR),30025581619,,1000155463,219838
Identifikátor adresy ISEO (PČD),2471119,,1000155463,219838
Identifikátor adresy RÚIAN,21944890,,1000155463,219838
Okres,40924,Praha,1030315582,2148446
Městský obvod Prahy,43,Praha 4,1030315582,2148446
Obec,554782,Praha,1030315582,2148446
Část obce,490156,Nusle,1030315582,2148446
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1030315582,2148446
PSČ a adresní pošta,14000,Praha 4,1030315582,2148446
Ulice,467855,Rostislavova,1030315582,2148446
Číslo domovní,1698,číslo popisné,1030315582,2148446
Číslo orientační,13,,1030315582,2148446
Typ adresy,1,Hlavní adresa,1030315582,2148446
Zadní vchod,0,ne,1030315582,2148446
Identifikátor adresy RSO (IDADR),30014606658,,1030315582,2148446
Identifikátor adresy ISEO (PČD),NA,,1030315582,2148446
Identifikátor adresy RÚIAN,25846370,,1030315582,2148446
Okres,40924,Praha,1000152944,219626
Městský obvod Prahy,43,Praha 4,1000152944,219626
Obec,554782,Praha,1000152944,219626
Část obce,490156,Nusle,1000152944,219626
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000152944,219626
PSČ a adresní pošta,14000,Praha 4,1000152944,219626
Ulice,462799,Nuselská,1000152944,219626
Číslo domovní,163,číslo popisné,1000152944,219626
Číslo orientační,41,,1000152944,219626
Typ adresy,1,Hlavní adresa,1000152944,219626
Zadní vchod,0,ne,1000152944,219626
Identifikátor adresy RSO (IDADR),30000505676,,1000152944,219626
Identifikátor adresy ISEO (PČD),2470788,,1000152944,219626
Identifikátor adresy RÚIAN,21942358,,1000152944,219626
Okres,40924,Praha,1000153096,219639
Městský obvod Prahy,43,Praha 4,1000153096,219639
Obec,554782,Praha,1000153096,219639
Část obce,490156,Nusle,1000153096,219639
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000153096,219639
PSČ a adresní pošta,14000,Praha 4,1000153096,219639
Ulice,462799,Nuselská,1000153096,219639
Číslo domovní,205,číslo popisné,1000153096,219639
Číslo orientační,43,,1000153096,219639
Typ adresy,1,Hlavní adresa,1000153096,219639
Zadní vchod,0,ne,1000153096,219639
Identifikátor adresy RSO (IDADR),30000067750,,1000153096,219639
Identifikátor adresy ISEO (PČD),2470867,,1000153096,219639
Identifikátor adresy RÚIAN,21942501,,1000153096,219639
Okres,40924,Praha,1000153363,219662
Městský obvod Prahy,43,Praha 4,1000153363,219662
Obec,554782,Praha,1000153363,219662
Část obce,490156,Nusle,1000153363,219662
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000153363,219662
PSČ a adresní pošta,14000,Praha 4,1000153363,219662
Ulice,462799,Nuselská,1000153363,219662
Číslo domovní,236,číslo popisné,1000153363,219662
Číslo orientační,39,,1000153363,219662
Typ adresy,1,Hlavní adresa,1000153363,219662
Zadní vchod,0,ne,1000153363,219662
Identifikátor adresy RSO (IDADR),30000508241,,1000153363,219662
Identifikátor adresy ISEO (PČD),2470848,,1000153363,219662
Identifikátor adresy RÚIAN,21942773,,1000153363,219662
Okres,40924,Praha,1000155536,219845
Městský obvod Prahy,43,Praha 4,1000155536,219845
Obec,554782,Praha,1000155536,219845
Část obce,490156,Nusle,1000155536,219845
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000155536,219845
PSČ a adresní pošta,14000,Praha 4,1000155536,219845
Ulice,467855,Rostislavova,1000155536,219845
Číslo domovní,582,číslo popisné,1000155536,219845
Číslo orientační,7,,1000155536,219845
Typ adresy,1,Hlavní adresa,1000155536,219845
Zadní vchod,0,ne,1000155536,219845
Identifikátor adresy RSO (IDADR),30000514578,,1000155536,219845
Identifikátor adresy ISEO (PČD),2471175,,1000155536,219845
Identifikátor adresy RÚIAN,21944962,,1000155536,219845
Okres,40924,Praha,1000155579,219848
Městský obvod Prahy,43,Praha 4,1000155579,219848
Obec,554782,Praha,1000155579,219848
Část obce,490156,Nusle,1000155579,219848
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000155579,219848
PSČ a adresní pošta,14000,Praha 4,1000155579,219848
Ulice,467855,Rostislavova,1000155579,219848
Číslo domovní,587,číslo popisné,1000155579,219848
Číslo orientační,5,,1000155579,219848
Typ adresy,1,Hlavní adresa,1000155579,219848
Zadní vchod,0,ne,1000155579,219848
