udaj,kod,text,idob,budid
Identifikátor adresy ISEO (PČD),2451764,,1000055736,211824
Identifikátor adresy RÚIAN,21737991,,1000055736,211824
Okres,40924,Praha,1000055744,683456
Městský obvod Prahy,27,Praha 2,1000055744,683456
Obec,554782,Praha,1000055744,683456
Část obce,490156,Nusle,1000055744,683456
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055744,683456
PSČ a adresní pošta,12800,Praha 28,1000055744,683456
Ulice,449504,Jaromírova,1000055744,683456
Číslo domovní,432,číslo popisné,1000055744,683456
Číslo orientační,27,,1000055744,683456
Typ adresy,1,Hlavní adresa,1000055744,683456
Zadní vchod,0,ne,1000055744,683456
Identifikátor adresy RSO (IDADR),30000437476,,1000055744,683456
Identifikátor adresy ISEO (PČD),2451765,,1000055744,683456
Identifikátor adresy RÚIAN,21738009,,1000055744,683456
Okres,40924,Praha,1000055752,211825
Městský obvod Prahy,27,Praha 2,1000055752,211825
Obec,554782,Praha,1000055752,211825
Část obce,490156,Nusle,1000055752,211825
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055752,211825
PSČ a adresní pošta,12800,Praha 28,1000055752,211825
Ulice,449504,Jaromírova,1000055752,211825
Číslo domovní,433,číslo popisné,1000055752,211825
Číslo orientační,25,,1000055752,211825
Typ adresy,1,Hlavní adresa,1000055752,211825
Zadní vchod,0,ne,1000055752,211825
Identifikátor adresy RSO (IDADR),30000437484,,1000055752,211825
Identifikátor adresy ISEO (PČD),2451767,,1000055752,211825
Identifikátor adresy RÚIAN,21738017,,1000055752,211825
Okres,40924,Praha,1000055825,211832
Městský obvod Prahy,27,Praha 2,1000055825,211832
Obec,554782,Praha,1000055825,211832
Část obce,490156,Nusle,1000055825,211832
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055825,211832
PSČ a adresní pošta,12800,Praha 28,1000055825,211832
Ulice,449504,Jaromírova,1000055825,211832
Číslo domovní,455,číslo popisné,1000055825,211832
Číslo orientační,23,,1000055825,211832
Typ adresy,1,Hlavní adresa,1000055825,211832
Zadní vchod,0,ne,1000055825,211832
Identifikátor adresy RSO (IDADR),30000437522,,1000055825,211832
Identifikátor adresy ISEO (PČD),2451800,,1000055825,211832
Identifikátor adresy RÚIAN,21738092,,1000055825,211832
Okres,40924,Praha,1000055833,211833
Městský obvod Prahy,27,Praha 2,1000055833,211833
Obec,554782,Praha,1000055833,211833
Část obce,490156,Nusle,1000055833,211833
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055833,211833
PSČ a adresní pošta,12800,Praha 28,1000055833,211833
Ulice,449504,Jaromírova,1000055833,211833
Číslo domovní,456,číslo popisné,1000055833,211833
Číslo orientační,21,,1000055833,211833
Typ adresy,1,Hlavní adresa,1000055833,211833
Zadní vchod,0,ne,1000055833,211833
Identifikátor adresy RSO (IDADR),30000437531,,1000055833,211833
Identifikátor adresy ISEO (PČD),2451802,,1000055833,211833
Identifikátor adresy RÚIAN,21738106,,1000055833,211833
Okres,40924,Praha,1000054829,211742
Městský obvod Prahy,27,Praha 2,1000054829,211742
Obec,554782,Praha,1000054829,211742
Část obce,490156,Nusle,1000054829,211742
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000054829,211742
PSČ a adresní pošta,12800,Praha 28,1000054829,211742
Ulice,449504,Jaromírova,1000054829,211742
Číslo domovní,22,číslo popisné,1000054829,211742
Číslo orientační,26,,1000054829,211742
Typ adresy,1,Hlavní adresa,1000054829,211742
Zadní vchod,0,ne,1000054829,211742
Identifikátor adresy RSO (IDADR),30000434728,,1000054829,211742
Identifikátor adresy ISEO (PČD),2451676,,1000054829,211742
Identifikátor adresy RÚIAN,21736961,,1000054829,211742
Okres,40924,Praha,1000055990,211847
Městský obvod Prahy,27,Praha 2,1000055990,211847
Obec,554782,Praha,1000055990,211847
Část obce,490156,Nusle,1000055990,211847
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055990,211847
PSČ a adresní pošta,12800,Praha 28,1000055990,211847
Ulice,462462,Nezamyslova,1000055990,211847
Číslo domovní,494,číslo popisné,1000055990,211847
Číslo orientační,4,,1000055990,211847
Typ adresy,1,Hlavní adresa,1000055990,211847
Zadní vchod,0,ne,1000055990,211847
Identifikátor adresy RSO (IDADR),30000047465,,1000055990,211847
Identifikátor adresy ISEO (PČD),2451787,,1000055990,211847
Identifikátor adresy RÚIAN,21738301,,1000055990,211847
Okres,40924,Praha,1000056007,211848
Městský obvod Prahy,27,Praha 2,1000056007,211848
Obec,554782,Praha,1000056007,211848
Část obce,490156,Nusle,1000056007,211848
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056007,211848
PSČ a adresní pošta,12800,Praha 28,1000056007,211848
Ulice,449504,Jaromírova,1000056007,211848
Číslo domovní,495,číslo popisné,1000056007,211848
Číslo orientační,16,,1000056007,211848
Typ adresy,1,Hlavní adresa,1000056007,211848
Zadní vchod,0,ne,1000056007,211848
Identifikátor adresy RSO (IDADR),30000437646,,1000056007,211848
Identifikátor adresy ISEO (PČD),2451788,,1000056007,211848
Identifikátor adresy RÚIAN,21738319,,1000056007,211848
Okres,40924,Praha,1000056015,211849
Městský obvod Prahy,27,Praha 2,1000056015,211849
Obec,554782,Praha,1000056015,211849
Část obce,490156,Nusle,1000056015,211849
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056015,211849
PSČ a adresní pošta,12800,Praha 28,1000056015,211849
Ulice,449504,Jaromírova,1000056015,211849
Číslo domovní,496,číslo popisné,1000056015,211849
Číslo orientační,18,,1000056015,211849
Typ adresy,1,Hlavní adresa,1000056015,211849
Zadní vchod,0,ne,1000056015,211849
Identifikátor adresy RSO (IDADR),30000437654,,1000056015,211849
Identifikátor adresy ISEO (PČD),2451789,,1000056015,211849
Identifikátor adresy RÚIAN,21738327,,1000056015,211849
Okres,40924,Praha,1000056023,211850
Městský obvod Prahy,27,Praha 2,1000056023,211850
Obec,554782,Praha,1000056023,211850
Část obce,490156,Nusle,1000056023,211850
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056023,211850
PSČ a adresní pošta,12800,Praha 28,1000056023,211850
Ulice,449504,Jaromírova,1000056023,211850
Číslo domovní,497,číslo popisné,1000056023,211850
Číslo orientační,20,,1000056023,211850
Typ adresy,1,Hlavní adresa,1000056023,211850
Zadní vchod,0,ne,1000056023,211850
Identifikátor adresy RSO (IDADR),30000437662,,1000056023,211850
Identifikátor adresy ISEO (PČD),2451790,,1000056023,211850
Identifikátor adresy RÚIAN,21738335,,1000056023,211850
Okres,40924,Praha,1000056031,211851
Městský obvod Prahy,27,Praha 2,1000056031,211851
Obec,554782,Praha,1000056031,211851
Část obce,490156,Nusle,1000056031,211851
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056031,211851
PSČ a adresní pošta,12800,Praha 28,1000056031,211851
Ulice,449504,Jaromírova,1000056031,211851
Číslo domovní,498,číslo popisné,1000056031,211851
Číslo orientační,22,,1000056031,211851
Typ adresy,1,Hlavní adresa,1000056031,211851
Zadní vchod,0,ne,1000056031,211851
Identifikátor adresy RSO (IDADR),30000437671,,1000056031,211851
Identifikátor adresy ISEO (PČD),2451791,,1000056031,211851
Identifikátor adresy RÚIAN,21738343,,1000056031,211851
Okres,40924,Praha,1000056082,211853
Městský obvod Prahy,27,Praha 2,1000056082,211853
Obec,554782,Praha,1000056082,211853
Část obce,490156,Nusle,1000056082,211853
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056082,211853
PSČ a adresní pošta,12800,Praha 28,1000056082,211853
Ulice,462462,Nezamyslova,1000056082,211853
Číslo domovní,509,číslo popisné,1000056082,211853
Číslo orientační,2,,1000056082,211853
Typ adresy,1,Hlavní adresa,1000056082,211853
Zadní vchod,0,ne,1000056082,211853
Identifikátor adresy RSO (IDADR),30000437727,,1000056082,211853
Identifikátor adresy ISEO (PČD),2451796,,1000056082,211853
Identifikátor adresy RÚIAN,21738394,,1000056082,211853
Okres,40924,Praha,1000056350,682949
Městský obvod Prahy,27,Praha 2,1000056350,682949
Obec,554782,Praha,1000056350,682949
Část obce,490156,Nusle,1000056350,682949
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056350,682949
PSČ a adresní pošta,12800,Praha 28,1000056350,682949
Ulice,449504,Jaromírova,1000056350,682949
Číslo domovní,569,číslo popisné,1000056350,682949
Číslo orientační,24,,1000056350,682949
Typ adresy,1,Hlavní adresa,1000056350,682949
Zadní vchod,0,ne,1000056350,682949
Identifikátor adresy RSO (IDADR),30000397954,,1000056350,682949
Identifikátor adresy ISEO (PČD),2451818,,1000056350,682949
Identifikátor adresy RÚIAN,21738718,,1000056350,682949
Okres,40924,Praha,1000054896,211748
Městský obvod Prahy,27,Praha 2,1000054896,211748
Obec,554782,Praha,1000054896,211748
Část obce,490156,Nusle,1000054896,211748
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000054896,211748
PSČ a adresní pošta,12800,Praha 28,1000054896,211748
Ulice,449504,Jaromírova,1000054896,211748
Číslo domovní,87,číslo popisné,1000054896,211748
Číslo orientační,28,,1000054896,211748
Typ adresy,1,Hlavní adresa,1000054896,211748
Zadní vchod,0,ne,1000054896,211748
Identifikátor adresy RSO (IDADR),30000434779,,1000054896,211748
Identifikátor adresy ISEO (PČD),2451696,,1000054896,211748
Identifikátor adresy RÚIAN,21737037,,1000054896,211748
Okres,40924,Praha,1000056368,211876
Městský obvod Prahy,27,Praha 2,1000056368,211876
Obec,554782,Praha,1000056368,211876
Část obce,490156,Nusle,1000056368,211876
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056368,211876
PSČ a adresní pošta,12800,Praha 28,1000056368,211876
Ulice,449504,Jaromírova,1000056368,211876
Číslo domovní,576,číslo popisné,1000056368,211876
Číslo orientační,34,,1000056368,211876
Typ adresy,1,Hlavní adresa,1000056368,211876
Zadní vchod,0,ne,1000056368,211876
Identifikátor adresy RSO (IDADR),30000397962,,1000056368,211876
Identifikátor adresy ISEO (PČD),2451849,,1000056368,211876
Identifikátor adresy RÚIAN,21738726,,1000056368,211876
Okres,40924,Praha,1000056384,211877
Městský obvod Prahy,27,Praha 2,1000056384,211877
Obec,554782,Praha,1000056384,211877
Část obce,490156,Nusle,1000056384,211877
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056384,211877
PSČ a adresní pošta,12800,Praha 28,1000056384,211877
Ulice,449504,Jaromírova,1000056384,211877
Číslo domovní,580,číslo popisné,1000056384,211877
Číslo orientační,36,,1000056384,211877
Typ adresy,1,Hlavní adresa,1000056384,211877
Zadní vchod,0,ne,1000056384,211877
Identifikátor adresy RSO (IDADR),30000397989,,1000056384,211877
Identifikátor adresy ISEO (PČD),2451851,,1000056384,211877
Identifikátor adresy RÚIAN,21738742,,1000056384,211877
Okres,40924,Praha,1000056392,211878
Městský obvod Prahy,27,Praha 2,1000056392,211878
Obec,554782,Praha,1000056392,211878
Část obce,490156,Nusle,1000056392,211878
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056392,211878
PSČ a adresní pošta,12800,Praha 28,1000056392,211878
Ulice,449504,Jaromírova,1000056392,211878
Číslo domovní,588,číslo popisné,1000056392,211878
Číslo orientační,32,,1000056392,211878
Typ adresy,1,Hlavní adresa,1000056392,211878
Zadní vchod,0,ne,1000056392,211878
Identifikátor adresy RSO (IDADR),30000397997,,1000056392,211878
Identifikátor adresy ISEO (PČD),2451852,,1000056392,211878
Identifikátor adresy RÚIAN,21738751,,1000056392,211878
Okres,40924,Praha,1000056431,211882
Městský obvod Prahy,27,Praha 2,1000056431,211882
Obec,554782,Praha,1000056431,211882
Část obce,490156,Nusle,1000056431,211882
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056431,211882
PSČ a adresní pošta,12800,Praha 28,1000056431,211882
Ulice,449504,Jaromírova,1000056431,211882
Číslo domovní,606,číslo popisné,1000056431,211882
Číslo orientační,30,,1000056431,211882
Typ adresy,1,Hlavní adresa,1000056431,211882
Zadní vchod,0,ne,1000056431,211882
Identifikátor adresy RSO (IDADR),30000398039,,1000056431,211882
Identifikátor adresy ISEO (PČD),2451857,,1000056431,211882
Identifikátor adresy RÚIAN,21738793,,1000056431,211882
Okres,40924,Praha,1000056601,211896
Městský obvod Prahy,27,Praha 2,1000056601,211896
Obec,554782,Praha,1000056601,211896
Část obce,490156,Nusle,1000056601,211896
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056601,211896
PSČ a adresní pošta,12800,Praha 28,1000056601,211896
Ulice,449504,Jaromírova,1000056601,211896
Číslo domovní,662,číslo popisné,1000056601,211896
Číslo orientační,40,,1000056601,211896
Typ adresy,1,Hlavní adresa,1000056601,211896
Zadní vchod,0,ne,1000056601,211896
Identifikátor adresy RSO (IDADR),30004725514,,1000056601,211896
Identifikátor adresy ISEO (PČD),2451869,,1000056601,211896
Identifikátor adresy RÚIAN,21739005,,1000056601,211896
Okres,40924,Praha,1000056619,211897
Městský obvod Prahy,27,Praha 2,1000056619,211897
Obec,554782,Praha,1000056619,211897
Část obce,490156,Nusle,1000056619,211897
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056619,211897
PSČ a adresní pošta,12800,Praha 28,1000056619,211897
Ulice,449504,Jaromírova,1000056619,211897
Číslo domovní,663,číslo popisné,1000056619,211897
Číslo orientační,42,,1000056619,211897
Typ adresy,1,Hlavní adresa,1000056619,211897
Zadní vchod,0,ne,1000056619,211897
Identifikátor adresy RSO (IDADR),30000398161,,1000056619,211897
Identifikátor adresy ISEO (PČD),2451870,,1000056619,211897
Identifikátor adresy RÚIAN,21739013,,1000056619,211897
Okres,40924,Praha,1000056791,682957
Městský obvod Prahy,27,Praha 2,1000056791,682957
Obec,554782,Praha,1000056791,682957
Část obce,490156,Nusle,1000056791,682957
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056791,682957
PSČ a adresní pošta,12800,Praha 28,1000056791,682957
Ulice,449504,Jaromírova,1000056791,682957
Číslo domovní,1036,číslo popisné,1000056791,682957
Číslo orientační,38,,1000056791,682957
Typ adresy,1,Hlavní adresa,1000056791,682957
Zadní vchod,0,ne,1000056791,682957
Identifikátor adresy RSO (IDADR),30000398292,,1000056791,682957
Identifikátor adresy ISEO (PČD),2451895,,1000056791,682957
Identifikátor adresy RÚIAN,21739234,,1000056791,682957
Okres,40924,Praha,1000054853,211744
Městský obvod Prahy,27,Praha 2,1000054853,211744
Obec,554782,Praha,1000054853,211744
Část obce,490156,Nusle,1000054853,211744
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000054853,211744
PSČ a adresní pošta,12800,Praha 28,1000054853,211744
Ulice,449504,Jaromírova,1000054853,211744
Číslo domovní,80,číslo popisné,1000054853,211744
Číslo orientační,51,,1000054853,211744
Typ adresy,1,Hlavní adresa,1000054853,211744
Zadní vchod,0,ne,1000054853,211744
Identifikátor adresy RSO (IDADR),30000046108,,1000054853,211744
Identifikátor adresy ISEO (PČD),2451691,,1000054853,211744
Identifikátor adresy RÚIAN,21736987,,1000054853,211744
Okres,40924,Praha,1000055027,211760
Městský obvod Prahy,27,Praha 2,1000055027,211760
Obec,554782,Praha,1000055027,211760
Část obce,490156,Nusle,1000055027,211760
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055027,211760
PSČ a adresní pošta,12800,Praha 28,1000055027,211760
Ulice,463078,Oldřichova,1000055027,211760
Číslo domovní,107,číslo popisné,1000055027,211760
Číslo orientační,50,,1000055027,211760
Typ adresy,1,Hlavní adresa,1000055027,211760
Zadní vchod,0,ne,1000055027,211760
Identifikátor adresy RSO (IDADR),30000434876,,1000055027,211760
Identifikátor adresy ISEO (PČD),2451685,,1000055027,211760
Identifikátor adresy RÚIAN,21737177,,1000055027,211760
Okres,40924,Praha,1000055094,211767
Městský obvod Prahy,27,Praha 2,1000055094,211767
Obec,554782,Praha,1000055094,211767
Část obce,490156,Nusle,1000055094,211767
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055094,211767
PSČ a adresní pošta,12800,Praha 28,1000055094,211767
Ulice,449504,Jaromírova,1000055094,211767
Číslo domovní,158,číslo popisné,1000055094,211767
Číslo orientační,54,,1000055094,211767
Typ adresy,1,Hlavní adresa,1000055094,211767
Zadní vchod,0,ne,1000055094,211767
Identifikátor adresy RSO (IDADR),30000434922,,1000055094,211767
